dataset,seed,epoch,fitness
iris,3,0.0,3.4973124807228677
iris,3,1.0,2.1361959204421535
iris,3,2.0,2.7811536395631813
iris,3,3.0,2.3192269848915483
iris,3,4.0,2.351277204323666
iris,3,5.0,2.1753117436425025
iris,3,6.0,2.1298815541317713
iris,3,7.0,2.061340860396741
iris,3,8.0,2.0429692840401397
iris,3,9.0,1.9884747934726077
iris,3,0.0,4.0198453697614225
iris,3,1.0,2.5716177007853758
iris,3,2.0,2.883193597575541
iris,3,3.0,2.428503153664547
iris,3,4.0,2.347100214397678
iris,3,5.0,2.144990533739095
iris,3,6.0,2.079552897605366
iris,3,7.0,2.0026725102752647
iris,3,8.0,1.9590941451906596
iris,3,9.0,1.9239732363718096
iris,3,0.0,4.135459240744554
iris,3,1.0,2.211515467860524
iris,3,2.0,2.856335889509843
iris,3,3.0,2.3385019510785447
iris,3,4.0,2.326639342593256
iris,3,5.0,2.0669673271037987
iris,3,6.0,1.9836413899953238
iris,3,7.0,1.9363583245602844
iris,3,8.0,1.9131789105960892
iris,3,9.0,1.930579046973104
iris,3,0.0,3.680599829385335
iris,3,1.0,2.4515806192985297
iris,3,2.0,2.5935319114666044
iris,3,3.0,2.304171666609103
iris,3,4.0,2.22560261789797
iris,3,5.0,2.1123323378948577
iris,3,6.0,2.0471792072706783
iris,3,7.0,1.9986639045992052
iris,3,8.0,1.9576101323745443
iris,3,9.0,1.9606506652744669
iris,3,0.0,2.079927163856863
iris,3,1.0,2.444050326442581
iris,3,2.0,2.064241068394683
iris,3,3.0,2.1099856875367053
iris,3,4.0,2.0051283209465454
iris,3,5.0,1.9908420235449726
iris,3,6.0,1.9921348907319507
iris,3,7.0,1.9492346640460558
iris,3,8.0,1.9180181171508213
iris,3,9.0,1.9269813211460018
wine,3,0.0,3.2187318577507376
wine,3,1.0,2.5778309254393648
wine,3,2.0,2.5701546933969257
wine,3,3.0,2.206370548731823
wine,3,4.0,2.1959105971603914
wine,3,5.0,2.108645257632315
wine,3,6.0,2.0707418053163114
wine,3,7.0,1.9931349275934445
wine,3,8.0,1.9681329229617963
wine,3,9.0,1.9576498590668878
wine,3,0.0,2.388802397242084
wine,3,1.0,2.253908953900872
wine,3,2.0,2.071603581489927
wine,3,3.0,2.0680213595271573
wine,3,4.0,2.038264947984099
wine,3,5.0,1.9784336642682212
wine,3,6.0,1.973620098000867
wine,3,7.0,1.9400821635154766
wine,3,8.0,1.9147929799854333
wine,3,9.0,1.9039416202664314
wine,3,0.0,2.7550205884173793
wine,3,1.0,2.6000047801779522
wine,3,2.0,2.5325293339714334
wine,3,3.0,2.465481736658903
wine,3,4.0,2.312218078676531
wine,3,5.0,2.1767959506968833
wine,3,6.0,2.1089949975810813
wine,3,7.0,2.0387740384407453
wine,3,8.0,1.9785832883376255
wine,3,9.0,1.9378347905135611
wine,3,0.0,2.0977781436741396
wine,3,1.0,2.349260335462946
wine,3,2.0,1.9985028583664946
wine,3,3.0,2.051284855764978
wine,3,4.0,1.9672547741241977
wine,3,5.0,1.950713685061569
wine,3,6.0,1.9319591162793863
wine,3,7.0,1.9309641012543954
wine,3,8.0,1.9120232415720464
wine,3,9.0,1.92150889344257
wine,3,0.0,2.404309026352467
wine,3,1.0,2.0985958787877603
wine,3,2.0,2.049127917883831
wine,3,3.0,2.0643402423383397
wine,3,4.0,1.9212316376457872
wine,3,5.0,1.9370074311491416
wine,3,6.0,1.9984378768515956
wine,3,7.0,1.9727274067392733
wine,3,8.0,1.9657451463237774
wine,3,9.0,1.9443698573785142
breast_cancer,3,0.0,2.03612253889723
breast_cancer,3,1.0,1.8112625410645116
breast_cancer,3,2.0,1.864783918503359
breast_cancer,3,3.0,1.7506523954779827
breast_cancer,3,4.0,1.6328838229146083
breast_cancer,3,5.0,1.518999630783664
breast_cancer,3,6.0,1.4420078180771596
breast_cancer,3,7.0,1.4064206204856657
breast_cancer,3,8.0,1.3844248926785787
breast_cancer,3,9.0,1.3543953328719667
breast_cancer,3,0.0,2.2517468894240062
breast_cancer,3,1.0,1.7812010750213048
breast_cancer,3,2.0,1.6466456062277006
breast_cancer,3,3.0,1.5182340598551693
breast_cancer,3,4.0,1.419387583891595
breast_cancer,3,5.0,1.3597335352374018
breast_cancer,3,6.0,1.326631980636055
breast_cancer,3,7.0,1.3013462638590545
breast_cancer,3,8.0,1.3127892957434197
breast_cancer,3,9.0,1.2985775501021561
breast_cancer,3,0.0,1.4089840545685046
breast_cancer,3,1.0,1.3556877803182992
breast_cancer,3,2.0,1.3149312418907044
breast_cancer,3,3.0,1.2955921926490344
breast_cancer,3,4.0,1.3010688407108733
breast_cancer,3,5.0,1.3004193801552217
breast_cancer,3,6.0,1.3054736432843774
breast_cancer,3,7.0,1.3117438646346904
breast_cancer,3,8.0,1.3165246532776822
breast_cancer,3,9.0,1.3091880426918134
breast_cancer,3,0.0,3.588213333349412
breast_cancer,3,1.0,1.5284435888020635
breast_cancer,3,2.0,2.151217842066371
breast_cancer,3,3.0,1.6007349562792181
breast_cancer,3,4.0,1.6164934398757735
breast_cancer,3,5.0,1.4411765831492502
breast_cancer,3,6.0,1.401110685880392
breast_cancer,3,7.0,1.3374252647001474
breast_cancer,3,8.0,1.3109646882782486
breast_cancer,3,9.0,1.285130119591338
breast_cancer,3,0.0,1.7246860386253409
breast_cancer,3,1.0,1.4793444501537127
breast_cancer,3,2.0,1.3897253631110964
breast_cancer,3,3.0,1.3100681091969615
breast_cancer,3,4.0,1.2932182087062467
breast_cancer,3,5.0,1.2759224246022665
breast_cancer,3,6.0,1.2764980268642139
breast_cancer,3,7.0,1.2732713495655434
breast_cancer,3,8.0,1.2764264508791296
breast_cancer,3,9.0,1.2558072003368805
heart,3,0.0,3.0824192526087413
heart,3,1.0,3.383515548537857
heart,3,2.0,3.023858242414155
heart,3,3.0,3.075739574351221
