dataset,neural_network,training_loss,testing_loss,time,number_of_folds,epochs,fold
iris,BasicNN,1.0933874848851581,6.771423414875244e-07,0.007910728454589844,5,5.0,0.0
iris,RandomNN,17.08074857527143,4.360779436290264,0.007133007049560547,5,5.0,0.0
iris,AnnealedNN,86.19726582714587,30.68888026840339,0.017516136169433594,5,5.0,0.0
iris,StrategyNN,71.99660887248213,18.058619130580915,5.215291976928711,5,5.0,0.0
iris,GeneticNN,2.388460681383246e-07,5.837977994360699e-08,7.9770519733428955,5,5.0,0.0
iris,BasicNN,1.17516522716149,39.49295389503236,0.008141040802001953,5,5.0,1.0
iris,RandomNN,13.627908239745082,11.872841840341668,0.007375001907348633,5,5.0,1.0
iris,AnnealedNN,766.4702672279581,159.19063749340512,0.01880192756652832,5,5.0,1.0
iris,StrategyNN,44.18109534562016,15.433255312557892,5.587106704711914,5,5.0,1.0
iris,GeneticNN,89.45101415807387,90.95583480588932,8.193389177322388,5,5.0,1.0
iris,BasicNN,0.1388203447248118,9.274962247466394,0.002568960189819336,5,5.0,2.0
iris,RandomNN,36.58820096891495,5.2219015426236375,0.0058019161224365234,5,5.0,2.0
iris,AnnealedNN,18.158691638895622,4.5157833617425975,0.016752004623413086,5,5.0,2.0
iris,StrategyNN,10.327391217819722,7.450298168877332,5.009207010269165,5,5.0,2.0
iris,GeneticNN,10.180424943351209,7.441176984895876,8.216844081878662,5,5.0,2.0
iris,BasicNN,0.14454030052084044,15.450766977268954,0.004115104675292969,5,5.0,3.0
iris,RandomNN,20.51701761549587,2.454704524944368,0.005346775054931641,5,5.0,3.0
iris,AnnealedNN,17.286068013591823,1.7743662209429198,0.01739788055419922,5,5.0,3.0
iris,StrategyNN,12.119365783524335,0.007008637064041897,5.67248797416687,5,5.0,3.0
iris,GeneticNN,5.791059462517095,4.409732114614873,6.909274101257324,5,5.0,3.0
iris,BasicNN,1.3345952321293866,11.859568610788081,0.007659196853637695,5,5.0,4.0
iris,RandomNN,9.306242480083105,1.3350192183595269,0.0056269168853759766,5,5.0,4.0
iris,AnnealedNN,6.393033296850745,3.2298615930742534,0.016856908798217773,5,5.0,4.0
iris,StrategyNN,58.62274174837998,13.991743836928348,4.872645139694214,5,5.0,4.0
iris,GeneticNN,5.783546666419583,4.53556540863661,7.506433725357056,5,5.0,4.0
wine,BasicNN,0.8805525762051671,234.31213546759523,0.008032798767089844,5,5.0,0.0
wine,RandomNN,16.401050811990665,36.4027976801171,0.007289886474609375,5,5.0,0.0
wine,AnnealedNN,119.16710383772777,82.21316430716709,0.017420053482055664,5,5.0,0.0
wine,StrategyNN,281.95763873442246,57.843680859962376,6.035217761993408,5,5.0,0.0
wine,GeneticNN,14.541504721451664,31.10951675099059,9.047783851623535,5,5.0,0.0
wine,BasicNN,0.5038717939318612,7.747190614476055,0.00786900520324707,5,5.0,1.0
wine,RandomNN,36.00657831975062,8.126466239754043,0.00867319107055664,5,5.0,1.0
wine,AnnealedNN,161.89413937178466,37.88656709551032,0.020496129989624023,5,5.0,1.0
wine,StrategyNN,43.97304942986639,9.81296968500187,5.509397983551025,5,5.0,1.0
wine,GeneticNN,33.54153073788713,7.734589585632335,8.515263080596924,5,5.0,1.0
wine,BasicNN,0.4800955914985112,1.6237222213691086e-05,0.0012176036834716797,5,5.0,2.0
wine,RandomNN,64.89068334067478,0.10224323625916554,0.012369871139526367,5,5.0,2.0
wine,AnnealedNN,39.404612496824825,471.607653779393,0.02438187599182129,5,5.0,2.0
wine,StrategyNN,46.97087419811693,0.6240975949898333,5.934458017349243,5,5.0,2.0
wine,GeneticNN,38.7072328301947,2.892613406448079,9.013972043991089,5,5.0,2.0
wine,BasicNN,0.0707561303399334,13.130126507054076,0.002635955810546875,5,5.0,3.0
wine,RandomNN,29.030775862510396,15.320294751141672,0.005702018737792969,5,5.0,3.0
wine,AnnealedNN,31.890976355979927,30.525298973189365,0.015882015228271484,5,5.0,3.0
wine,StrategyNN,204.42823938475095,47.35079286407764,6.027267694473267,5,5.0,3.0
wine,GeneticNN,27.954088642173147,13.750730922070725,9.161634922027588,5,5.0,3.0
wine,BasicNN,0.34550726644307606,23.03336131386066,0.006317138671875,5,5.0,4.0
wine,RandomNN,65.82314689775076,11.290753147731689,0.00922083854675293,5,5.0,4.0
wine,AnnealedNN,48.42907610009166,185.3133462841615,0.019749879837036133,5,5.0,4.0
wine,StrategyNN,47.567544489455194,0.5503269855982971,6.619330883026123,5,5.0,4.0
wine,GeneticNN,45.89914161744966,2.350612755618923,10.970529079437256,5,5.0,4.0
breast_cancer,BasicNN,1.377505216552298,2619.456091148793,0.008498907089233398,5,5.0,0.0
breast_cancer,RandomNN,410.5525761409149,128.41936837680348,0.020045995712280273,5,5.0,0.0
breast_cancer,AnnealedNN,367.2914058139717,132.3258651460037,0.09512805938720703,5,5.0,0.0
breast_cancer,StrategyNN,364.52843458104064,94.89468011915115,13.558388948440552,5,5.0,0.0
breast_cancer,GeneticNN,350.65426662525294,97.12656536877103,20.593225955963135,5,5.0,0.0
breast_cancer,BasicNN,1.1467140410636942,1866.5941523153256,0.009597063064575195,5,5.0,1.0
breast_cancer,RandomNN,458.73933475669065,124.61551661513158,0.02155900001525879,5,5.0,1.0
breast_cancer,AnnealedNN,473.4483476763112,115.93128501254536,0.09577178955078125,5,5.0,1.0
breast_cancer,StrategyNN,1055.0443013936385,301.34361759039535,14.36532187461853,5,5.0,1.0
breast_cancer,GeneticNN,360.8665920610994,84.26537381168525,22.12082815170288,5,5.0,1.0
