dataset,seed,epoch,fitness
iris,3,0.0,2.873444427519841
iris,3,1.0,1.9592332043073948
iris,3,2.0,2.1320812394695
iris,3,3.0,1.9683184988137776
iris,3,4.0,1.9732533065538216
iris,3,5.0,1.9670901793030842
iris,3,6.0,1.9606633505990336
iris,3,7.0,1.9483690308047958
iris,3,8.0,1.9533073117325968
iris,3,9.0,1.9229450461938375
iris,3,0.0,2.808092524524283
iris,3,1.0,2.5785251331961536
iris,3,2.0,2.0478301399581236
iris,3,3.0,2.110454902331177
iris,3,4.0,1.952360005894403
iris,3,5.0,1.962142931283177
iris,3,6.0,1.9003971643812128
iris,3,7.0,1.9033260225640676
iris,3,8.0,1.9003920067978501
iris,3,9.0,1.8930363074294183
iris,3,0.0,4.634432501544412
iris,3,1.0,2.543572427230827
iris,3,2.0,2.8283440657580883
iris,3,3.0,2.127736053473445
iris,3,4.0,2.0367267117883854
iris,3,5.0,1.9199870935115646
iris,3,6.0,1.8588531411878366
iris,3,7.0,1.7921679967354838
iris,3,8.0,1.8242955083502883
iris,3,9.0,1.7900070243330801
iris,3,0.0,2.140551320216473
iris,3,1.0,2.159433597594338
iris,3,2.0,2.0563438592302163
iris,3,3.0,2.0275596177169373
iris,3,4.0,1.95371670024982
iris,3,5.0,1.95075942355386
iris,3,6.0,1.927760485428901
iris,3,7.0,1.9282722913869408
iris,3,8.0,1.9119488017090238
iris,3,9.0,1.9207620649674244
iris,3,0.0,3.3201745205730977
iris,3,1.0,1.9739587253736655
iris,3,2.0,2.407323141576442
iris,3,3.0,2.0753897151141794
iris,3,4.0,1.9782633172898356
iris,3,5.0,1.908934114907235
iris,3,6.0,1.837528295957539
iris,3,7.0,1.8372509025807846
iris,3,8.0,1.8625943292443363
iris,3,9.0,1.8501592202594621
wine,3,0.0,3.7656307758318794
wine,3,1.0,2.853673352935698
wine,3,2.0,3.0762109663683863
wine,3,3.0,2.3571682252492243
wine,3,4.0,2.232625137263455
wine,3,5.0,2.116533770490123
wine,3,6.0,2.0633048926442608
wine,3,7.0,2.014011937726666
wine,3,8.0,1.977100821174801
wine,3,9.0,1.9344121810281603
wine,3,0.0,3.232436865561222
wine,3,1.0,2.100729575448187
wine,3,2.0,2.0222082614153987
wine,3,3.0,1.9935478517100247
wine,3,4.0,1.9583190818076555
wine,3,5.0,1.973124639461719
wine,3,6.0,1.933648213137204
wine,3,7.0,1.9299668505181349
wine,3,8.0,1.9208360748769788
wine,3,9.0,1.946815284366132
wine,3,0.0,8.116669366301238
wine,3,1.0,2.8595656246527557
wine,3,2.0,4.7821969095682855
wine,3,3.0,2.9150004556714273
wine,3,4.0,3.0218654800271634
wine,3,5.0,2.2501023296701175
wine,3,6.0,2.1766405361553303
wine,3,7.0,2.109148693397478
wine,3,8.0,1.9654497236510577
wine,3,9.0,2.024016974212038
wine,3,0.0,2.364630565566341
wine,3,1.0,2.116463598862624
wine,3,2.0,2.03985160457046
wine,3,3.0,1.9719304469367334
