dataset,neural_network,training_loss,testing_loss,time,number_of_folds,epochs,fold
iris,BasicNN,1.1275630042379168,1.3388292662360374e-06,0.007077217102050781,5,5.0,0.0
iris,RandomNN,9.49016107570738,2.3573796782399796,0.006747007369995117,5,5.0,0.0
iris,AnnealedNN,259.6328974439969,78.76100316034714,0.017498016357421875,5,5.0,0.0
iris,StrategyNN,0.4407211357448356,0.11040210981388156,4.835487127304077,5,5.0,0.0
iris,GeneticNN,8.987929618342605e-07,2.816101300595619e-07,7.6948158740997314,5,5.0,0.0
iris,BasicNN,2.592054291804795,,0.0006392002105712891,5,5.0,1.0
iris,RandomNN,13.65903376178841,13.298165580055121,0.015133142471313477,5,5.0,1.0
iris,AnnealedNN,17.195396679911426,48.68352076061598,0.02752995491027832,5,5.0,1.0
iris,StrategyNN,19.25381804211112,12.58994325028157,4.8333420753479,5,5.0,1.0
iris,GeneticNN,-62.96468872346817,62.8922193800198,7.487275838851929,5,5.0,1.0
iris,BasicNN,1.6741513239270471,61.8329909524914,0.005003929138183594,5,5.0,2.0
iris,RandomNN,15.813614106755361,1.9446801279953607,0.007244110107421875,5,5.0,2.0
iris,AnnealedNN,194.10622357923373,50.48609729610921,0.01762104034423828,5,5.0,2.0
iris,StrategyNN,11.466501055725885,10.89291909691102,4.66643500328064,5,5.0,2.0
iris,GeneticNN,10.182752976148832,7.442769155564181,7.090047121047974,5,5.0,2.0
iris,BasicNN,0.13442937998973292,2.8034237805153235,0.002878904342651367,5,5.0,3.0
iris,RandomNN,33.339802726801274,6.60412809810598,0.009814023971557617,5,5.0,3.0
iris,AnnealedNN,49.03701356387406,16.00173457958875,0.01666426658630371,5,5.0,3.0
iris,StrategyNN,8.563465492076237,1.851985540928034,4.8270041942596436,5,5.0,3.0
iris,GeneticNN,5.787892948262925,4.599530055805508,7.8225672245025635,5,5.0,3.0
iris,BasicNN,6.020395608776453,28.655113139558875,0.000225067138671875,5,5.0,4.0
iris,RandomNN,7.487523336470534,2.412838163987074,0.006821870803833008,5,5.0,4.0
iris,AnnealedNN,6.885563572270349,15.70663703017857,0.016206979751586914,5,5.0,4.0
iris,StrategyNN,55.88779205254747,13.331810960572508,4.962446928024292,5,5.0,4.0
iris,GeneticNN,5.805621180299488,4.506245005843151,7.58593487739563,5,5.0,4.0
wine,BasicNN,0.34874875615176015,48.856938658529735,0.004492998123168945,5,5.0,0.0
wine,RandomNN,52.27166463444736,19.560062208310065,0.00681304931640625,5,5.0,0.0
wine,AnnealedNN,15.166195179575077,20.746386439596296,0.019260883331298828,5,5.0,0.0
wine,StrategyNN,14.637903331626747,33.32959735737103,6.0281548500061035,5,5.0,0.0
wine,GeneticNN,14.541539355821158,31.244341263293848,9.511224746704102,5,5.0,0.0
wine,BasicNN,1.774992633331872,,0.0026009082794189453,5,5.0,1.0
wine,RandomNN,33.78137259966073,7.735202889432505,0.006441831588745117,5,5.0,1.0
wine,AnnealedNN,88.30107992546051,353.7983156017924,0.016450881958007812,5,5.0,1.0
wine,StrategyNN,42.67114841696952,9.605629195788456,6.049789190292358,5,5.0,1.0
wine,GeneticNN,33.5455433725991,7.7592591646731215,9.313987016677856,5,5.0,1.0
wine,BasicNN,1.4895548462171275,1.48852387206312e-09,0.0029931068420410156,5,5.0,2.0
wine,RandomNN,43.85229055990653,5.626209366861464,0.005633831024169922,5,5.0,2.0
wine,AnnealedNN,81.18372126291014,0.024904601895991578,0.021892786026000977,5,5.0,2.0
wine,StrategyNN,40.25194074132529,4.729820470308076,6.515104055404663,5,5.0,2.0
wine,GeneticNN,38.716027893163954,3.058736102303399,7.84254789352417,5,5.0,2.0
wine,BasicNN,0.3680005529903848,12.948705573576133,0.007164955139160156,5,5.0,3.0
wine,RandomNN,38.921074931904485,13.00135935046132,0.007071018218994141,5,5.0,3.0
wine,AnnealedNN,32.757095509870354,18.188030998801477,0.016193151473999023,5,5.0,3.0
wine,StrategyNN,37.88585792229266,12.880054357193108,5.9251368045806885,5,5.0,3.0
wine,GeneticNN,27.949578278908668,13.534839782575478,9.285840034484863,5,5.0,3.0
wine,BasicNN,0.8691180752228779,73.67911108833081,0.0056858062744140625,5,5.0,4.0
wine,RandomNN,46.64197667324809,0.6475365174434937,0.006453037261962891,5,5.0,4.0
wine,AnnealedNN,90.9704609788415,21.317764910045025,0.017001867294311523,5,5.0,4.0
wine,StrategyNN,50.107594237310025,7.985463085030639,5.807696104049683,5,5.0,4.0
wine,GeneticNN,45.82485822351335,2.989401846909665,9.01387095451355,5,5.0,4.0
breast_cancer,BasicNN,2.038288776222444,2029.280316733993,0.008393049240112305,5,5.0,0.0
breast_cancer,RandomNN,404.3652371423733,101.27919586475342,0.020509004592895508,5,5.0,0.0
breast_cancer,AnnealedNN,1290.7116799149678,305.04582131182127,0.02784895896911621,5,5.0,0.0
breast_cancer,StrategyNN,361.63709019207613,97.0124195279889,13.660865068435669,5,5.0,0.0
breast_cancer,GeneticNN,348.4805401226917,98.89076801085056,21.51210308074951,5,5.0,0.0
breast_cancer,BasicNN,0.8595127771906663,1112.2851395720736,0.004816293716430664,5,5.0,1.0
breast_cancer,RandomNN,371.5201746704392,83.22229491071555,0.021096229553222656,5,5.0,1.0
breast_cancer,AnnealedNN,1216.607811605886,233.35663912143679,0.08565616607666016,5,5.0,1.0
breast_cancer,StrategyNN,411.5689413711315,87.8491230678815,14.260375738143921,5,5.0,1.0
breast_cancer,GeneticNN,363.37277632928755,86.18077198790671,22.33660888671875,5,5.0,1.0
breast_cancer,BasicNN,1.1716430888760236,1733.2252618632651,0.0017249584197998047,5,5.0,2.0
breast_cancer,RandomNN,386.15703251984866,95.31958920052276,0.07290291786193848,5,5.0,2.0
breast_cancer,AnnealedNN,641.7610888995615,156.8328701098633,0.0856180191040039,5,5.0,2.0
breast_cancer,StrategyNN,370.86615652397745,91.07006720791803,12.267858028411865,5,5.0,2.0
breast_cancer,GeneticNN,359.981669929016,88.78611779108961,18.542784690856934,5,5.0,2.0
breast_cancer,BasicNN,0.9946576703554927,1965.21916699854,0.008473873138427734,5,5.0,3.0
breast_cancer,RandomNN,408.1520859344181,103.98219401531425,0.019199132919311523,5,5.0,3.0
