dataset,neural_network,training_loss,testing_loss,time,number_of_folds,epochs,fold
iris,BasicNN,1.6771909833546415,0.10334416843949275,0.006997823715209961,5,5.0,0.0
iris,RandomNN,29.893087915492796,7.46991148325481,0.010004520416259766,5,5.0,0.0
iris,AnnealedNN,131.0403661979822,32.76594905944409,0.02700018882751465,5,5.0,0.0
iris,StrategyNN,10.825055876205926,2.706163052454578,26.695515632629395,5,5.0,0.0
iris,GeneticNN,2.489556396341186e-05,6.223898841994923e-06,93.40081477165222,5,5.0,0.0
iris,BasicNN,0.8172462134925771,16.669393604508624,0.005995988845825195,5,5.0,1.0
iris,RandomNN,1.4717195725710142,12.494624846238692,0.013058900833129883,5,5.0,1.0
iris,AnnealedNN,25.591500167412114,174.53363712549046,0.03000164031982422,5,5.0,1.0
iris,StrategyNN,1.996627587594058,12.088214791609396,26.746129274368286,5,5.0,1.0
iris,GeneticNN,63.528950093637995,63.81046191838344,85.57849526405334,5,5.0,1.0
iris,BasicNN,2.2727902151510855,11.585244090018975,0.007001161575317383,5,5.0,2.0
iris,RandomNN,30.20084648581835,4.008785771943044,0.011004209518432617,5,5.0,2.0
iris,AnnealedNN,14.032774653489074,17.09498483525024,0.02700662612915039,5,5.0,2.0
iris,StrategyNN,14.495928207478705,2.627526240464258,26.826471090316772,5,5.0,2.0
iris,GeneticNN,10.172719300273242,7.699333318851589,90.99270462989807,5,5.0,2.0
iris,BasicNN,0.2736560599810622,4.506148396572731,0.006000518798828125,5,5.0,3.0
iris,RandomNN,11.523503109993158,0.5638181749912423,0.009998321533203125,5,5.0,3.0
iris,AnnealedNN,58.02380177574884,13.976017626532458,0.025998830795288086,5,5.0,3.0
iris,StrategyNN,43.25665780459619,9.71678399747907,26.04043436050415,5,5.0,3.0
iris,GeneticNN,5.7833197400092216,4.5285581840127715,91.479647397995,5,5.0,3.0
iris,BasicNN,1.3135287374074078,4.407190835116534,0.0040013790130615234,5,5.0,4.0
iris,RandomNN,21.079126167961697,3.0835351535423476,0.008000612258911133,5,5.0,4.0
iris,AnnealedNN,314.9054336417101,143.22991202316163,0.029000043869018555,5,5.0,4.0
iris,StrategyNN,75.89761469756246,18.814274726434867,27.585797548294067,5,5.0,4.0
iris,GeneticNN,5.783339841460465,4.524001737748424,99.64163446426392,5,5.0,4.0
wine,BasicNN,1.5965011931730018,67.7658213732191,0.004000186920166016,5,5.0,0.0
wine,RandomNN,33.09385277340053,19.260323589191863,0.01499795913696289,5,5.0,0.0
wine,AnnealedNN,70.42998420618038,38.363555257838506,0.029999732971191406,5,5.0,0.0
wine,StrategyNN,46.61187455776177,19.237566601926787,32.5599160194397,5,5.0,0.0
wine,GeneticNN,14.539728615168745,31.455107966946084,111.49673247337341,5,5.0,0.0
wine,BasicNN,1.134716633840775,8.985075368214037,0.0010061264038085938,5,5.0,1.0
