dataset,seed,epoch,fitness
iris,3,0.0,3.4399337344000256
iris,3,1.0,4.5682992039273955
iris,3,2.0,8.01480676585329
iris,3,3.0,6.293031059993868
iris,3,4.0,6.088722654752168
iris,3,5.0,6.088722654752168
iris,3,6.0,6.393195585467596
iris,3,7.0,5.833875405067759
iris,3,8.0,5.717833137102337
iris,3,9.0,9.174112266838476
iris,3,0.0,3.6876874377010957
iris,3,1.0,3.7779755044171788
iris,3,2.0,3.3909966740682846
iris,3,3.0,3.6925767328170562
iris,3,4.0,3.2008037069860658
iris,3,5.0,2.6770644165963327
iris,3,6.0,2.6770644165963327
iris,3,7.0,2.6770644165963327
iris,3,8.0,4.045701842815294
iris,3,9.0,2.8966296144915598
iris,3,0.0,4.308745185410852
iris,3,1.0,4.754434083503451
iris,3,2.0,3.0181512564062825
iris,3,3.0,4.399363468009538
iris,3,4.0,4.399363468009538
iris,3,5.0,4.399363468009538
iris,3,6.0,4.28997817643711
iris,3,7.0,5.83567008594216
iris,3,8.0,5.83567008594216
iris,3,9.0,5.83567008594216
iris,3,0.0,2.3488785788715725
iris,3,1.0,3.6414344820142683
iris,3,2.0,6.739233899479175
iris,3,3.0,10.503930970920816
iris,3,4.0,10.503930969118166
iris,3,5.0,10.503930969118166
iris,3,6.0,10.072496904600154
iris,3,7.0,5.519681954935859
iris,3,8.0,5.9545996557225935
iris,3,9.0,4.453833965039692
iris,3,0.0,2.818324963897224
iris,3,1.0,3.0074323586424834
iris,3,2.0,3.6407415447551115
iris,3,3.0,3.6073487974963254
iris,3,4.0,2.6993762831243275
iris,3,5.0,2.6614329418729947
iris,3,6.0,2.5089385252758327
iris,3,7.0,2.5089385252758327
iris,3,8.0,2.3278017521310885
iris,3,9.0,3.6676068551064764
wine,3,0.0,3.5857915162647194
wine,3,1.0,4.1913331669759675
wine,3,2.0,4.1913331669759675
wine,3,3.0,4.1890520994337574
wine,3,4.0,4.795529295663613
wine,3,5.0,6.141996488487515
wine,3,6.0,4.411182493326623
wine,3,7.0,4.411182493326623
wine,3,8.0,4.055751043063948
wine,3,9.0,4.049163737372264
wine,3,0.0,2.996103070248828
wine,3,1.0,2.1502513733725537
wine,3,2.0,2.1502513733725537
wine,3,3.0,2.1502513733725537
wine,3,4.0,2.1502513733725537
wine,3,5.0,2.1502513733725537
wine,3,6.0,2.1502513733725537
wine,3,7.0,2.1502513733725537
wine,3,8.0,2.1502513733725537
wine,3,9.0,2.1502513733725537
wine,3,0.0,2.9351241829662036
wine,3,1.0,2.8512519393585753
wine,3,2.0,2.8227913504139335
wine,3,3.0,2.6893902412761195
wine,3,4.0,3.5818252871615393
wine,3,5.0,3.5818252871615393
wine,3,6.0,5.256248136376971
wine,3,7.0,5.199911219843653
wine,3,8.0,5.199911219843653
wine,3,9.0,5.199911219843653
wine,3,0.0,4.50204695258614
wine,3,1.0,4.50204695258614
wine,3,2.0,5.497123670524226
wine,3,3.0,5.497123670524226
wine,3,4.0,4.301502409051455
wine,3,5.0,4.2969724649752665
wine,3,6.0,9.246909800107213
wine,3,7.0,8.61340397525583
wine,3,8.0,3.6336416621006227
wine,3,9.0,5.473826296352044
wine,3,0.0,2.134834016258801
wine,3,1.0,5.714582027067491
wine,3,2.0,5.714582027067491
wine,3,3.0,5.443106108652129
wine,3,4.0,5.443106108652129
wine,3,5.0,5.443106108652129
wine,3,6.0,5.443106108652129
wine,3,7.0,5.443106108652129
wine,3,8.0,5.641912928213151
wine,3,9.0,5.641912928213151
breast_cancer,3,0.0,3.308253400597971
breast_cancer,3,1.0,2.9839750939839496
breast_cancer,3,2.0,2.1392564498059548
breast_cancer,3,3.0,2.692904255486083
breast_cancer,3,4.0,2.539172471866473
breast_cancer,3,5.0,2.608960035287445
breast_cancer,3,6.0,2.3549014360089955
breast_cancer,3,7.0,2.3503680023230906
breast_cancer,3,8.0,2.3503680023230906
breast_cancer,3,9.0,2.3503680023230906
breast_cancer,3,0.0,2.014684017354743
breast_cancer,3,1.0,1.7307076438612707
breast_cancer,3,2.0,1.659321903610874
breast_cancer,3,3.0,2.420890286015148
breast_cancer,3,4.0,2.539145873074728
breast_cancer,3,5.0,3.136625976558138
breast_cancer,3,6.0,2.844579237959141
breast_cancer,3,7.0,3.435999692844482
breast_cancer,3,8.0,2.5394206510592383
breast_cancer,3,9.0,1.8956517592355957
breast_cancer,3,0.0,1.8132103560603434
breast_cancer,3,1.0,4.173700993016871
breast_cancer,3,2.0,4.125308731868802
breast_cancer,3,3.0,3.2792673065893343
breast_cancer,3,4.0,4.564942732335683
breast_cancer,3,5.0,2.681480209285471
breast_cancer,3,6.0,2.680952158266389
breast_cancer,3,7.0,2.9236490261997834
breast_cancer,3,8.0,4.517920545885294
breast_cancer,3,9.0,4.517920545885294
breast_cancer,3,0.0,2.0800158384516934
breast_cancer,3,1.0,2.0800158384516934
breast_cancer,3,2.0,3.734365072294807
breast_cancer,3,3.0,6.418980210286147
breast_cancer,3,4.0,6.19098264864788
breast_cancer,3,5.0,5.91772451449758
breast_cancer,3,6.0,8.807488571480663
breast_cancer,3,7.0,1.3278920249991344
breast_cancer,3,8.0,2.7542426846099866
breast_cancer,3,9.0,2.7542426846099866
breast_cancer,3,0.0,2.2017570264827766
breast_cancer,3,1.0,3.816432102246031
breast_cancer,3,2.0,3.056905675717121
breast_cancer,3,3.0,1.6313949747125776
breast_cancer,3,4.0,1.850224126759572
breast_cancer,3,5.0,2.101241088423889
breast_cancer,3,6.0,2.6381333909046334
breast_cancer,3,7.0,2.5907036170257784
breast_cancer,3,8.0,2.5048247729971016
breast_cancer,3,9.0,2.5048247729971016
heart,3,0.0,6.986282609138349
heart,3,1.0,5.084291468231327
heart,3,2.0,5.045854899487611
heart,3,3.0,5.023806181199583
heart,3,4.0,6.817490538454723
heart,3,5.0,6.817490538454723
heart,3,6.0,3.904010539883795
heart,3,7.0,4.456891593525645
heart,3,8.0,7.830740142494896
heart,3,9.0,7.830740142494896
heart,3,0.0,5.500184337187146
heart,3,1.0,8.351499988604592
heart,3,2.0,6.276743199605244
heart,3,3.0,4.629482941981729
heart,3,4.0,6.760879968595275
heart,3,5.0,6.447780285174624
heart,3,6.0,6.447780285174624
heart,3,7.0,11.087855311497352
heart,3,8.0,12.948537304467337
heart,3,9.0,11.138279104469218
heart,3,0.0,5.766395429869515
heart,3,1.0,5.615095831326105
heart,3,2.0,5.892072659681713
heart,3,3.0,5.892072659681713
heart,3,4.0,5.892072659681713
heart,3,5.0,5.618515829242831
heart,3,6.0,5.339644665080585
heart,3,7.0,5.7369910016179535
heart,3,8.0,5.7369910016179535
heart,3,9.0,6.285558281091761
heart,3,0.0,3.910903097490936
heart,3,1.0,5.166081033852678
heart,3,2.0,4.501702460908568
heart,3,3.0,4.501702460908568
heart,3,4.0,3.4866040781538956
heart,3,5.0,3.4866040781538956
heart,3,6.0,3.958059240474317
heart,3,7.0,3.7792142018482395
heart,3,8.0,3.6724732953288797
heart,3,9.0,3.671260992541835
heart,3,0.0,4.900520435766681
heart,3,1.0,4.725139769805482
heart,3,2.0,4.725139769805482
heart,3,3.0,4.722327934952528
heart,3,4.0,4.722327934952528
heart,3,5.0,3.538816521651752
heart,3,6.0,3.503065624830394
heart,3,7.0,8.354089421808007
heart,3,8.0,8.354089421808007
heart,3,9.0,8.352987331330057
iris,17,0.0,2.257672834790275
iris,17,1.0,3.0115135303967095
iris,17,2.0,2.982596094544067
iris,17,3.0,2.7224933589403832
iris,17,4.0,3.0421757345338336
iris,17,5.0,2.246331350180364
iris,17,6.0,2.246331350180364
iris,17,7.0,2.246331350180364
iris,17,8.0,2.896971851444749
iris,17,9.0,2.896003696324386
iris,17,0.0,3.4916372876130803
iris,17,1.0,2.9646646662231575
iris,17,2.0,4.1039649006626355
iris,17,3.0,3.591662468712956
iris,17,4.0,3.6807033289387014
iris,17,5.0,3.1902871601555765
iris,17,6.0,2.845743294330223
iris,17,7.0,2.668094993502185
iris,17,8.0,3.8749107941990637
iris,17,9.0,10.324646096989317
iris,17,0.0,2.6750891243383306
iris,17,1.0,3.351942734902613
iris,17,2.0,3.2324439860714174
iris,17,3.0,3.2324439860714174
iris,17,4.0,4.527476701944343
iris,17,5.0,5.189966297878262
iris,17,6.0,7.364834217323305
iris,17,7.0,8.988181468324676
iris,17,8.0,7.569841622744231
iris,17,9.0,7.569841622744231
iris,17,0.0,2.88389073895528
iris,17,1.0,2.88389073895528
iris,17,2.0,2.88389073895528
iris,17,3.0,2.4032450772225453
iris,17,4.0,2.0926501766369676
iris,17,5.0,2.8787183236547613
iris,17,6.0,2.8787183236547613
